# source=Hikvision iSecure Center V1.7.0 public return codes and Appendix E
# sectionKey	sectionName	errorCode	description	message
OFFICIAL	附录E.1.2 电视墙错误码	0x0161c002	mq创建连接失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161c003	mq创建生产者失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161c004	mq发送消息失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161c005	mq收取到的消息为空
OFFICIAL	附录E.1.2 电视墙错误码	0x0161c006	mq开始订阅失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161c007	mq停止订阅失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d001	海康解码设备：登录失败，用户名或密码错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d002	海康解码设备：权限不足
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d003	海康解码设备：没有初始化
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d004	海康解码设备：通道号错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d005	海康解码设备：连接到dvr的客户端个数超过最大
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d006	海康解码设备：版本不匹配
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d007	海康解码设备：连接服务器失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d008	海康解码设备：向服务器发送失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d009	海康解码设备：从服务器接收数据失败
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d00a	海康解码设备：从服务器接收数据超时
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d00b	海康解码设备：传入的数据无效或不被支持，设备拒绝该请求
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d00c	海康解码设备：调用次序错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d00d	海康解码设备：无此权限
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d00e	海康解码设备：设备命令执行超时
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d00f	海康解码设备：串口号错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d010	海康解码设备：报警端口错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d011	海康解码设备：参数错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d012	海康解码设备：服务器通道处于错误状态
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d013	海康解码设备：没有硬盘
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d014	海康解码设备：硬盘号错误
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d015	海康解码设备：服务器硬盘满
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d016	海康解码设备：服务器硬盘出错
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d017	海康解码设备：服务器不支持
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d018	海康解码设备：服务器忙
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d019	海康解码设备：服务器修改不成功
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d01a	海康解码设备：密码输入格式不正确
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d01b	海康解码设备：硬盘正在格式化，不能启动操作
OFFICIAL	附录E.1.2 电视墙错误码	0x0161d01c	海康解码设备：设备资源不足
